MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
1,5,2,5,4,5,2,5,3,4,3,6,1,2,4,3,3,3,8,8,0.385
4,2,7,8,1,2,9,3,7,2,4,10,7,3,2,5,7,5,4,3,0.475
2,4,6,6,6,1,2,5,6,5,1,7,6,7,4,6,7,4,2,10,0.485
6,11,4,6,7,2,5,6,3,4,8,4,8,10,7,7,4,6,2,8,0.59
4,3,5,3,9,6,8,3,6,0,4,2,7,5,6,5,5,6,3,2,0.46
5,2,5,6,7,3,5,7,3,10,5,5,7,6,6,6,5,8,5,3,0.545
2,3,4,3,6,4,4,4,3,3,8,4,5,8,5,6,6,5,4,3,0.45
6,2,7,3,6,3,6,6,6,3,4,8,5,3,8,6,6,6,4,5,0.515
5,4,1,8,4,3,4,7,4,7,6,8,4,5,3,4,6,4,9,4,0.5
6,8,6,5,10,3,6,7,11,2,3,4,3,5,7,9,4,2,4,5,0.55
3,10,7,6,6,2,5,7,3,5,3,1,2,5,3,3,4,3,9,3,0.45
5,7,4,2,9,7,4,5,7,8,9,3,4,3,8,3,3,6,9,5,0.555
10,6,4,1,8,2,3,5,2,1,7,3,5,7,7,3,3,3,5,8,0.465
6,6,8,3,5,6,6,4,9,4,3,5,3,2,7,2,2,2,7,5,0.475
5,2,3,5,7,4,2,5,2,4,4,7,1,7,5,2,2,7,3,7,0.42
8,2,4,6,5,7,8,1,3,6,6,6,2,4,4,3,2,3,5,6,0.455
4,5,3,4,7,3,6,3,9,7,7,4,4,4,2,3,5,2,9,5,0.48
5,4,6,1,3,6,8,5,6,6,6,6,4,5,4,5,6,4,4,5,0.495
2,6,7,5,2,6,3,7,3,1,3,4,3,5,6,2,3,2,5,2,0.385
7,10,5,4,3,6,2,4,2,4,4,2,8,8,2,1,2,3,8,2,0.435
5,8,3,2,5,4,9,1,1,2,8,3,3,7,2,4,2,2,4,6,0.405
3,4,9,6,10,7,1,6,6,5,9,8,5,3,4,6,6,2,5,5,0.55
5,3,4,4,3,7,2,5,7,9,4,8,6,2,4,2,5,5,4,6,0.475
3,3,2,6,3,2,7,8,4,3,10,9,3,6,5,5,6,8,7,6,0.53
5,4,6,5,1,2,5,4,4,8,6,4,8,5,8,5,3,4,1,2,0.45
3,5,6,7,4,5,4,5,4,11,4,5,10,5,4,8,3,4,4,4,0.525
7,2,6,8,7,7,10,6,4,8,8,9,5,2,6,1,5,3,3,3,0.55
5,3,4,2,8,7,4,4,3,3,2,5,3,2,6,5,2,8,3,12,0.455
6,3,4,7,5,4,8,5,5,5,6,5,3,3,6,6,11,5,9,9,0.575
4,4,4,7,7,2,3,7,3,2,2,2,3,7,2,6,8,7,4,9,0.465
5,6,5,6,4,3,7,4,2,5,7,1,7,1,5,6,6,7,4,6,0.485
5,3,5,6,7,2,5,5,9,3,6,6,5,5,8,6,4,3,3,4,0.5
3,3,3,5,7,2,1,4,2,3,4,4,8,6,4,5,9,8,6,4,0.455
5,4,2,6,7,6,9,3,9,5,5,3,3,3,5,4,5,2,6,5,0.485
9,3,8,7,3,7,5,3,0,4,3,3,5,2,8,2,7,4,3,5,0.455
4,3,8,1,5,3,6,7,3,5,2,5,8,4,5,4,5,2,3,6,0.445
4,10,2,3,5,6,2,3,5,8,7,5,3,7,2,3,4,1,6,4,0.45
6,5,6,2,3,4,6,3,4,7,4,4,4,6,6,8,3,6,5,10,0.51
5,3,4,4,4,4,2,1,5,4,7,8,2,5,4,2,3,2,3,2,0.37
2,5,2,3,5,8,2,5,5,5,4,8,3,4,7,4,3,4,2,3,0.42
6,8,6,7,6,2,6,5,5,8,8,4,9,4,6,2,5,7,4,4,0.56
7,2,7,6,4,3,3,2,2,2,4,13,4,6,2,2,3,4,6,6,0.44
4,4,5,4,4,4,7,6,3,9,6,5,7,2,9,2,2,10,2,4,0.495
1,10,2,5,4,10,7,5,3,7,2,5,5,7,3,5,9,9,7,6,0.56
10,1,3,6,4,1,5,2,1,3,5,5,6,1,4,5,4,4,5,2,0.385
8,3,3,4,9,2,3,8,5,8,6,1,3,4,3,2,5,7,4,4,0.46
7,6,4,4,3,2,4,4,6,3,6,5,3,6,8,3,6,6,9,5,0.5
8,7,9,10,5,5,7,9,4,5,4,7,4,3,3,6,8,6,5,4,0.595
4,6,4,2,3,5,6,3,5,5,8,1,8,10,9,4,8,8,3,4,0.53
6,4,5,5,10,8,2,4,7,3,5,6,9,6,5,3,7,3,7,2,0.535
3,8,5,5,8,4,9,2,5,5,6,6,4,4,2,5,4,3,1,2,0.455
2,2,3,7,5,6,7,3,5,5,3,6,5,10,4,3,5,6,4,6,0.485
10,4,8,10,7,4,5,2,16,4,7,2,10,10,6,3,4,10,7,4,0.665
8,6,4,4,4,4,5,4,4,1,4,5,5,7,6,7,0,7,5,2,0.46
4,4,4,4,8,2,4,4,6,5,8,12,4,2,5,6,7,2,5,2,0.49
2,6,8,5,4,5,6,4,6,6,2,6,6,5,4,4,4,6,6,6,0.505
7,7,5,5,7,4,7,4,6,3,6,7,8,5,5,5,5,3,8,7,0.57
5,5,8,5,10,2,4,8,7,3,8,3,7,4,4,8,3,6,5,8,0.565
5,5,8,4,5,4,5,8,2,0,5,8,6,4,5,6,6,7,4,6,0.515
4,5,2,4,1,3,5,3,6,3,4,9,5,5,4,5,7,10,6,8,0.495
11,5,4,3,10,2,5,1,3,4,6,6,10,3,2,1,4,5,8,7,0.5
8,6,4,5,8,4,2,4,3,6,1,9,7,2,2,2,7,4,4,4,0.46
4,5,4,7,5,5,2,5,10,9,5,6,4,13,4,8,4,6,6,10,0.61
2,5,6,5,4,3,4,6,4,4,6,9,4,2,4,7,6,4,8,8,0.505
7,1,5,3,8,2,3,3,5,5,5,4,4,3,7,8,3,5,4,2,0.435
2,1,5,6,4,5,6,3,2,3,4,4,6,8,7,4,4,4,7,3,0.44
1,2,5,4,6,5,5,4,3,11,2,9,6,2,5,5,8,7,4,3,0.485
8,7,5,3,3,4,5,8,5,6,1,5,8,5,6,6,3,4,7,2,0.505
3,4,3,5,7,5,3,1,4,11,5,7,12,6,2,4,6,6,3,4,0.505
7,8,4,2,6,5,5,3,2,9,3,9,6,7,7,3,4,10,3,2,0.525
6,7,8,2,6,5,8,2,6,3,3,7,1,3,3,4,2,5,3,4,0.44
4,5,4,9,8,5,6,3,5,10,4,5,5,8,2,3,7,4,6,4,0.535
6,3,5,3,5,7,7,4,4,2,4,2,8,4,4,6,5,3,3,4,0.445
5,5,6,5,6,4,5,5,3,8,11,9,7,3,4,8,8,7,3,4,0.58
1,10,4,4,5,7,3,5,5,7,6,3,7,9,5,4,3,4,3,12,0.535
3,6,8,9,9,3,7,6,5,6,9,2,5,4,3,10,4,5,3,9,0.58
2,8,5,6,5,4,4,6,10,2,13,6,4,0,5,2,4,6,4,8,0.52
7,4,6,2,3,4,3,8,8,3,7,2,2,3,4,3,4,5,2,10,0.45
11,1,6,9,8,1,3,6,4,4,10,5,3,3,2,2,6,5,6,5,0.5
8,5,4,4,4,4,5,4,4,7,2,2,5,5,6,3,3,8,3,5,0.455
5,3,7,3,5,4,9,5,5,2,4,2,6,4,5,6,5,2,7,6,0.475
5,7,5,5,10,2,5,7,8,4,5,2,6,4,6,7,7,3,12,4,0.57
4,6,5,2,7,2,5,2,4,5,5,8,3,2,7,5,3,6,8,8,0.485
4,4,4,3,1,6,10,8,6,4,7,3,7,3,3,9,9,6,6,3,0.53
5,5,4,3,12,5,4,2,6,5,4,8,5,7,4,8,4,4,6,8,0.545
5,6,1,9,4,6,8,5,5,7,7,5,7,4,4,5,4,9,6,8,0.575
7,7,5,4,1,4,3,8,1,2,8,4,7,8,5,5,3,1,6,3,0.46
6,2,5,5,5,2,4,5,4,3,4,8,7,9,3,3,7,6,4,5,0.485
2,5,6,5,4,9,8,4,1,8,4,4,6,7,2,3,6,4,4,4,0.48
5,3,8,5,6,5,5,6,2,5,4,3,4,4,5,3,6,4,9,5,0.485
7,5,6,1,3,3,1,4,3,7,8,3,9,2,2,1,1,5,2,1,0.37
8,4,0,9,6,3,5,4,5,9,3,2,3,4,1,7,5,3,3,3,0.435
7,0,8,4,6,10,2,1,3,8,3,4,9,2,7,7,6,7,5,3,0.51
2,3,0,4,7,9,8,5,2,4,4,3,2,7,3,12,6,3,2,2,0.44
5,6,8,7,4,7,5,5,2,4,1,2,3,7,5,9,0,4,3,5,0.46
2,2,7,6,6,1,4,4,4,6,9,5,3,6,6,7,5,3,10,3,0.495
6,3,5,5,3,5,5,7,5,3,3,4,0,5,6,3,2,6,3,5,0.42
3,4,3,4,7,1,5,9,6,6,5,4,2,4,7,2,1,7,5,6,0.455
6,5,3,4,7,8,5,7,5,4,6,3,3,7,4,10,6,8,2,6,0.545
5,5,7,5,4,3,7,5,4,3,6,2,6,6,3,8,2,1,3,4,0.445
7,6,7,5,9,4,3,4,5,7,8,5,8,3,4,2,8,7,5,4,0.555
6,2,4,12,7,6,3,4,4,5,2,7,6,5,6,2,5,4,5,6,0.505
2,6,6,4,5,5,3,3,7,5,5,8,5,3,7,6,1,6,3,3,0.465
2,4,6,2,6,4,6,3,3,6,1,7,4,0,5,2,10,1,5,7,0.42
3,2,4,8,7,3,3,4,5,1,9,8,5,5,8,5,5,5,7,3,0.5
8,5,2,7,2,4,7,6,2,9,9,8,2,3,6,6,2,2,5,3,0.49
3,3,5,4,5,6,3,10,5,6,6,9,2,6,6,6,6,9,1,9,0.55
4,8,9,5,7,1,15,1,4,8,11,6,5,5,7,6,6,2,6,11,0.635
7,0,5,1,5,3,9,5,6,6,7,7,0,7,7,7,1,6,2,8,0.495
9,3,3,5,6,4,7,3,3,2,4,7,2,7,3,4,8,2,7,4,0.465
8,6,6,0,9,4,7,6,5,4,4,4,3,7,4,5,6,4,8,2,0.51
3,6,3,4,4,6,5,5,2,5,5,7,4,2,8,6,5,2,5,4,0.455
6,6,2,2,2,4,5,4,5,2,5,8,3,6,10,7,8,6,4,1,0.48
8,6,8,3,6,6,4,4,5,3,4,4,2,3,9,6,5,3,5,5,0.495
0,3,6,3,5,3,2,3,3,15,7,2,6,4,4,7,5,6,7,5,0.48
7,5,7,6,3,5,2,5,8,3,3,4,6,4,3,3,6,7,7,3,0.485
2,4,8,3,8,4,7,2,6,7,5,9,9,5,7,4,8,6,6,4,0.57
5,5,8,8,4,8,7,2,4,4,5,3,11,6,7,4,6,11,4,5,0.585
6,5,5,6,2,4,9,6,7,3,5,5,4,4,3,2,1,5,6,6,0.47
6,4,4,5,5,8,6,2,7,5,8,7,6,3,5,6,5,6,2,6,0.53
5,4,6,4,4,4,4,7,4,5,5,5,7,2,9,4,5,3,4,9,0.5
6,4,3,7,2,5,3,2,9,3,9,6,6,7,2,1,9,4,10,8,0.53
3,7,2,0,7,3,8,6,2,5,7,3,7,5,1,3,9,2,5,6,0.455
3,4,3,2,8,5,8,5,5,8,2,4,3,8,7,4,6,4,4,8,0.505
6,2,3,8,7,5,1,5,4,10,5,6,1,4,8,3,2,6,4,10,0.5
7,4,3,8,0,2,4,4,5,3,6,5,6,3,2,2,4,8,3,3,0.41
4,5,6,2,5,7,7,3,1,9,6,6,3,3,8,7,5,3,4,2,0.48
8,3,5,5,4,2,5,9,7,7,2,6,7,5,7,1,7,6,5,2,0.515
11,2,3,3,4,4,3,6,4,4,4,4,8,2,7,4,3,4,4,2,0.43
2,5,7,6,6,6,1,0,11,8,2,6,6,5,4,6,5,4,3,6,0.495
4,2,6,7,4,4,5,5,5,7,2,8,6,7,4,3,2,3,5,3,0.46
3,6,1,5,7,5,6,9,4,4,4,1,4,1,2,7,8,3,5,4,0.445
9,5,8,8,3,4,3,4,4,3,4,7,3,4,6,6,2,4,3,5,0.475
3,7,6,5,5,10,7,4,7,5,4,4,8,6,2,5,2,6,7,5,0.54
5,7,5,5,7,3,3,4,4,2,5,5,8,3,4,3,3,5,4,3,0.44
4,7,6,2,9,7,5,6,4,4,1,5,5,7,5,2,4,3,5,6,0.485
7,7,2,7,11,8,6,6,3,5,4,4,7,5,6,7,6,7,4,4,0.58
5,4,3,2,6,3,8,3,5,4,8,8,0,5,9,4,2,5,4,4,0.46
2,7,8,7,6,2,4,6,5,6,8,7,3,4,7,6,6,5,4,3,0.53
7,10,5,12,6,6,8,6,3,6,2,4,4,6,5,4,6,4,6,10,0.6
5,1,6,7,5,7,8,3,3,1,2,4,1,9,3,3,3,7,6,5,0.445
6,3,3,2,4,5,12,2,5,5,5,3,3,4,5,1,8,7,7,2,0.46
3,5,3,6,3,6,5,3,7,4,4,5,5,6,3,7,6,4,5,9,0.495
9,2,11,6,7,5,8,2,6,7,2,4,0,2,3,3,5,10,4,5,0.505
9,2,1,2,3,6,4,3,9,6,4,1,4,4,4,4,1,5,3,5,0.4
3,6,5,5,4,1,4,4,7,8,6,12,4,4,5,6,2,4,3,9,0.51
9,4,7,4,5,3,11,5,7,4,5,4,4,6,5,5,8,3,7,8,0.57
3,7,6,6,7,3,6,5,3,5,5,3,7,5,11,5,6,4,4,4,0.525
5,9,6,2,6,8,4,4,6,6,6,5,6,5,5,6,4,6,5,4,0.54
8,4,2,4,6,4,5,4,4,9,3,5,7,7,5,7,6,8,6,6,0.55
2,2,5,2,5,6,6,4,8,4,4,4,10,8,5,5,2,5,5,5,0.485
5,4,5,9,3,4,7,4,6,5,2,0,2,6,3,8,6,4,5,6,0.47
3,6,5,3,4,8,0,10,6,8,6,6,5,5,7,4,4,5,7,4,0.53
7,7,8,3,3,7,5,6,5,4,7,7,5,3,1,5,3,5,5,4,0.5
5,3,4,2,3,10,7,4,5,6,4,10,5,5,4,3,5,6,6,4,0.505
5,10,6,5,2,4,6,6,3,3,6,3,5,4,7,6,8,5,3,5,0.51
3,4,4,1,5,10,5,8,7,6,4,9,5,7,4,4,5,7,7,8,0.565
5,9,6,2,5,2,8,9,8,9,3,7,4,3,8,2,10,4,4,2,0.55
6,6,4,8,4,5,2,3,10,4,6,3,6,6,3,6,4,2,6,5,0.495
7,7,7,7,2,7,6,2,4,4,9,5,7,11,8,8,6,3,4,11,0.625
4,3,5,3,10,7,7,1,5,7,2,3,1,4,3,4,9,6,4,5,0.465
4,5,8,10,5,4,5,9,5,4,5,5,4,4,7,7,3,1,7,5,0.535
8,1,5,6,2,11,4,3,9,9,3,4,6,6,9,9,6,8,8,7,0.62
8,5,7,5,2,10,5,4,4,5,5,8,2,1,3,9,4,4,3,5,0.495
5,9,8,6,4,5,3,2,2,7,4,7,9,3,4,7,7,3,4,9,0.54
7,6,2,1,7,3,3,5,7,7,4,5,3,6,6,3,4,3,2,5,0.445
9,2,5,4,4,7,9,8,3,7,9,4,3,9,10,5,6,7,8,9,0.64
3,4,7,3,6,4,5,6,3,6,4,3,6,7,4,4,2,5,5,5,0.46
2,6,4,7,7,6,7,7,6,2,6,5,9,8,2,6,3,5,6,7,0.555
6,4,4,10,4,4,4,4,5,7,5,5,11,6,5,2,4,4,6,12,0.56
5,6,3,9,8,3,4,5,5,5,8,6,6,7,4,4,4,5,5,7,0.545
3,4,6,7,4,3,5,6,4,5,5,5,4,1,3,3,6,3,3,10,0.45
8,3,4,5,6,7,3,10,6,5,2,9,8,5,5,4,3,8,4,4,0.545
3,8,3,1,5,5,3,5,5,10,6,6,6,12,3,4,7,7,11,4,0.57
5,8,3,4,6,3,6,8,2,6,4,4,6,9,7,3,4,10,2,4,0.52
11,5,3,4,4,6,5,10,5,4,6,4,3,6,4,5,9,2,4,3,0.515
5,3,3,3,6,4,2,6,3,3,5,6,7,6,9,4,6,5,5,0,0.455
4,4,11,4,7,7,3,5,3,6,10,3,4,2,1,6,2,7,6,6,0.505
7,3,5,4,2,6,6,4,7,4,5,3,7,5,4,4,7,7,3,5,0.49
3,3,4,3,4,5,6,2,1,6,6,4,4,8,3,11,7,1,3,6,0.45
3,1,4,5,3,4,6,5,2,7,3,6,4,3,5,2,5,5,3,3,0.395
8,7,4,2,4,4,7,6,1,7,6,3,5,4,5,7,3,7,3,3,0.48
12,2,12,5,8,6,4,3,4,5,5,4,8,4,5,9,5,9,6,2,0.59
6,6,7,1,5,4,4,4,11,8,5,3,3,10,8,7,5,8,6,7,0.59
6,2,5,3,5,5,10,4,5,5,4,5,6,4,4,8,4,8,7,3,0.515
0,8,7,3,5,6,5,3,4,6,5,4,6,7,4,2,5,9,3,6,0.49
8,6,4,6,4,5,5,6,9,6,5,0,11,3,5,4,3,4,3,2,0.495
5,4,4,5,7,4,4,8,1,4,5,9,5,7,8,7,0,4,3,2,0.48
8,4,9,5,3,5,3,5,6,2,7,6,3,2,10,8,4,3,3,2,0.49
1,5,2,7,7,2,4,4,5,7,7,4,7,4,10,6,3,8,5,3,0.505
1,4,1,4,5,5,10,6,9,5,6,3,1,4,6,10,5,8,4,2,0.495
6,6,9,6,6,7,7,2,5,4,4,4,8,8,12,5,7,4,9,3,0.61
5,2,3,6,5,2,6,3,9,5,6,4,1,5,6,4,7,3,5,8,0.475
4,1,8,4,8,8,6,3,4,6,5,5,5,7,3,6,3,8,7,3,0.52
3,4,6,5,9,6,7,5,6,3,4,4,6,2,10,5,4,3,4,6,0.51
3,8,3,3,5,5,4,3,6,7,6,6,4,6,3,3,4,4,6,5,0.47
8,8,6,8,4,6,6,7,7,6,4,7,4,8,6,7,6,7,8,8,0.655
7,8,5,0,5,4,4,6,8,5,8,1,4,5,8,2,1,8,1,3,0.465
5,6,7,8,3,4,10,9,5,7,5,4,5,7,7,2,3,2,4,4,0.535
5,1,6,3,7,4,4,4,5,8,5,6,3,5,6,5,4,4,4,5,0.47
5,6,5,7,3,8,7,2,8,9,2,7,7,5,6,10,7,4,2,5,0.575
3,9,5,5,2,4,5,2,6,6,2,9,3,3,7,2,5,5,10,3,0.48
3,5,3,8,3,7,3,6,6,3,2,3,3,7,7,8,5,6,6,3,0.485
2,3,3,6,8,4,8,9,7,2,6,2,3,8,10,3,8,5,7,10,0.57
6,6,4,6,8,5,6,4,3,7,1,6,2,5,1,7,4,8,5,5,0.495
4,7,5,8,2,9,5,3,4,7,11,5,5,6,11,6,5,6,4,6,0.595
4,1,9,6,7,3,4,9,4,8,3,6,1,6,2,3,3,2,2,4,0.435
4,5,4,4,5,5,5,3,7,1,3,7,4,2,4,8,6,4,4,4,0.445
3,9,1,9,2,8,5,8,5,9,6,6,3,4,3,4,5,5,3,2,0.5
7,7,4,6,5,1,5,3,6,3,6,2,7,8,6,2,6,4,1,7,0.48
4,8,4,1,3,3,3,2,7,6,3,3,4,4,5,7,2,7,4,5,0.425
4,2,6,7,2,5,9,4,4,3,8,8,3,3,4,3,5,4,5,3,0.46
9,2,3,7,7,5,5,3,6,0,2,6,3,2,8,2,4,3,3,2,0.41
7,1,4,7,7,7,6,3,7,7,5,5,5,4,3,10,8,4,4,9,0.565
5,7,5,5,5,6,6,7,4,3,4,2,7,4,9,5,3,0,5,5,0.485
9,1,8,4,5,5,6,2,5,5,4,7,1,6,4,4,7,9,8,2,0.51
5,8,7,3,4,9,6,2,2,3,4,5,4,3,4,5,3,4,4,3,0.44
3,6,6,7,8,8,3,8,4,2,7,5,2,4,5,3,3,8,5,3,0.5
4,7,5,6,8,8,3,7,6,1,1,4,4,8,6,7,5,6,4,4,0.52
6,5,6,7,7,7,5,6,2,8,8,4,4,3,7,6,5,5,6,6,0.565
3,6,3,4,8,3,3,4,3,3,4,5,3,3,7,3,8,9,5,2,0.445
5,4,3,4,9,3,6,8,4,6,5,2,12,6,4,6,8,4,8,4,0.555
3,4,6,8,8,2,6,7,6,6,2,8,2,4,5,6,4,8,5,6,0.53
9,4,1,3,4,2,5,7,2,7,3,4,4,8,3,5,2,4,3,3,0.415
6,5,4,2,7,4,3,5,11,8,5,6,3,8,7,5,4,7,7,9,0.58
5,4,5,3,2,4,6,3,3,9,3,6,7,4,4,7,5,5,4,7,0.48
7,5,5,6,8,4,4,5,3,6,7,5,3,3,7,4,8,1,4,6,0.505
5,3,3,6,8,4,9,8,5,7,5,5,2,7,6,7,9,6,7,8,0.6
7,6,2,5,9,5,4,5,1,4,4,3,3,3,13,3,3,5,3,4,0.46
0,4,4,3,6,6,3,6,3,9,4,6,4,5,6,4,8,3,4,6,0.47
8,3,3,4,5,5,4,6,6,8,7,6,7,4,4,10,4,3,5,5,0.535
4,8,4,3,4,4,1,0,6,11,7,2,8,4,6,6,10,4,2,7,0.505
3,7,5,3,3,9,6,5,4,5,5,6,3,3,7,3,4,5,12,3,0.505
8,5,6,7,6,7,8,3,9,8,5,5,7,3,1,5,5,7,4,3,0.56
3,2,7,3,6,13,12,9,2,5,3,4,3,3,4,6,3,8,6,5,0.535
2,4,5,4,5,3,6,2,8,3,6,4,8,3,6,9,5,9,3,6,0.505
5,3,4,2,3,5,5,7,1,7,3,6,3,9,2,3,5,5,7,7,0.46
5,4,5,4,2,4,3,7,6,9,5,2,9,5,4,7,6,6,2,7,0.51
1,5,3,3,4,2,5,6,4,4,2,5,8,2,8,5,7,9,6,6,0.475
7,4,4,7,5,2,3,7,4,10,6,6,3,8,4,6,1,6,2,2,0.485
6,5,6,9,5,9,2,3,3,6,7,4,5,3,7,5,6,9,7,5,0.56
10,7,7,2,4,2,3,5,8,7,5,4,4,6,4,3,4,5,2,6,0.49
7,9,6,6,3,7,5,3,4,5,5,3,7,7,4,3,6,5,6,3,0.52
5,6,5,5,1,2,6,10,4,7,6,8,5,5,2,8,5,2,6,8,0.53
2,5,3,5,5,3,3,8,8,6,9,4,3,8,7,4,2,6,4,6,0.505
4,3,3,10,4,6,8,5,2,6,7,5,7,3,5,2,7,7,6,10,0.55
2,6,3,5,9,4,4,5,5,7,3,3,6,4,4,5,8,5,7,8,0.515
6,5,10,6,7,7,9,4,4,5,7,3,8,4,4,3,3,4,4,3,0.53
5,0,1,5,7,4,9,4,2,5,9,3,5,3,7,4,5,5,2,7,0.46
6,5,5,10,6,2,2,6,8,5,3,5,1,8,5,8,7,4,5,5,0.53
9,2,5,2,9,6,5,4,8,1,1,7,4,2,2,8,6,5,5,4,0.475
1,3,3,5,4,6,4,7,6,4,2,6,2,4,6,6,8,3,6,7,0.465
2,2,1,6,8,5,6,5,2,5,4,4,4,2,6,4,3,7,5,7,0.44
7,3,3,5,9,4,9,7,5,4,8,4,3,3,7,2,7,7,6,1,0.52
2,3,3,5,8,4,6,7,3,7,4,4,7,3,3,3,5,7,4,7,0.475
7,4,10,5,4,6,6,7,7,4,3,6,3,6,4,6,5,7,5,2,0.535
3,1,5,3,5,3,5,5,6,5,4,5,6,7,6,5,11,8,5,9,0.535
5,3,5,3,4,6,7,5,7,6,8,6,6,7,7,4,4,9,10,8,0.6
5,3,2,8,6,4,4,5,5,4,7,5,3,4,4,6,7,4,5,5,0.48
6,2,4,5,7,3,4,1,5,7,3,4,7,4,5,8,5,5,5,5,0.475
3,7,4,6,4,5,5,4,3,12,2,2,6,4,4,5,4,6,5,6,0.485
5,9,3,4,1,7,2,10,5,6,6,4,2,4,2,7,8,3,5,5,0.49
7,2,7,1,3,2,6,5,5,6,7,8,6,6,3,3,5,5,5,3,0.475
7,7,5,2,1,6,5,10,7,2,3,5,5,2,6,4,2,7,7,4,0.485
2,2,4,4,5,4,4,5,8,7,9,4,4,5,7,2,4,6,9,5,0.5
6,4,7,8,3,5,5,8,10,5,7,7,5,9,2,5,5,6,5,4,0.58
6,8,2,6,7,1,4,3,2,7,9,3,3,6,5,1,8,4,5,2,0.46
4,5,6,9,2,1,6,8,6,7,4,3,4,10,7,2,5,10,4,2,0.525
6,2,2,9,2,8,4,7,3,5,3,6,2,5,6,2,3,5,5,8,0.465
4,5,1,3,5,7,0,3,8,5,1,4,4,4,3,4,5,4,2,6,0.39
5,7,4,4,7,1,3,6,3,5,4,3,4,4,3,7,4,4,3,2,0.415
3,6,4,7,4,8,5,4,8,3,7,4,5,6,6,3,3,2,7,4,0.495
7,3,4,5,6,7,0,5,3,3,7,7,3,6,3,6,1,6,7,4,0.465
3,5,8,5,2,1,5,4,6,4,7,10,7,6,2,2,4,5,8,5,0.495
4,4,5,9,7,3,5,5,6,6,5,4,7,6,4,3,5,7,3,8,0.53
5,5,4,2,5,5,6,2,2,3,5,12,4,4,4,10,6,7,3,7,0.505
6,6,3,2,8,4,5,7,8,6,2,8,7,7,3,3,8,4,6,3,0.53
3,2,5,5,6,4,8,6,1,5,4,7,6,6,4,7,4,6,7,1,0.485
3,5,1,7,5,2,4,2,4,8,9,3,7,3,6,11,4,4,7,4,0.495
7,4,5,3,5,5,8,6,4,2,3,1,5,5,2,6,1,7,6,7,0.46
4,7,8,2,4,4,4,2,4,3,8,3,9,5,6,10,4,7,4,7,0.525
5,7,5,4,6,5,5,6,7,5,5,6,5,4,6,7,4,6,3,7,0.54
4,3,6,4,6,4,5,5,6,7,8,6,3,6,7,4,5,1,7,2,0.495
8,4,8,7,4,2,6,5,8,5,3,2,3,5,5,4,10,4,3,4,0.5
3,4,4,4,5,7,7,6,7,4,2,7,2,6,6,7,7,7,9,9,0.565
9,11,6,5,5,0,7,2,5,4,6,1,8,3,3,0,4,3,5,4,0.455
2,3,8,5,5,5,5,5,5,7,3,9,5,7,3,5,7,6,6,4,0.525
6,7,4,3,4,4,7,7,5,3,2,6,5,3,3,5,5,2,6,3,0.45
4,2,6,5,5,6,7,8,3,3,4,3,4,3,4,6,5,4,5,4,0.455
4,8,5,4,3,5,3,2,3,3,7,6,5,3,4,2,2,6,6,3,0.42
4,4,7,6,7,4,1,5,3,8,2,8,7,3,6,4,5,4,6,7,0.505
5,11,4,4,1,6,5,8,4,3,5,5,7,2,5,3,6,5,6,4,0.495
6,4,4,7,9,4,7,3,5,6,7,5,5,6,4,2,2,4,5,1,0.48
6,5,14,1,4,6,1,5,6,7,9,8,3,10,4,7,6,6,3,8,0.595
7,8,6,7,5,5,3,1,5,0,9,9,7,7,2,5,8,4,3,2,0.515
8,6,2,5,5,1,5,4,4,7,7,3,5,4,4,6,2,4,5,2,0.445
7,3,4,7,5,6,3,5,11,6,4,4,10,3,5,5,5,5,5,4,0.535
10,2,6,4,4,4,7,5,5,5,4,3,5,5,6,5,5,7,1,7,0.5
4,9,4,6,2,2,5,6,5,5,4,4,3,9,8,6,5,5,5,1,0.49
7,5,2,6,4,5,3,9,11,5,5,4,6,8,11,3,6,6,6,4,0.58
5,5,7,8,3,5,6,7,9,5,3,2,6,6,2,1,6,7,7,5,0.525
5,3,6,4,2,6,4,3,6,3,5,3,5,3,5,7,3,1,3,6,0.415
7,4,8,5,2,3,7,3,1,3,2,5,6,6,3,6,5,7,0,6,0.445
4,5,4,5,4,2,3,8,4,7,3,4,7,6,2,5,2,6,4,3,0.44
4,7,4,7,6,3,9,5,3,4,4,2,1,4,3,5,6,7,7,4,0.475
5,6,3,3,2,2,6,7,7,1,11,4,5,2,2,12,1,3,3,2,0.435
7,4,5,3,4,4,7,5,9,8,6,3,3,6,2,3,8,8,8,4,0.535
2,4,7,3,6,1,5,5,6,6,5,2,1,5,5,6,8,4,3,4,0.44
5,3,7,5,4,3,10,4,6,6,7,5,3,6,3,6,2,2,7,12,0.53
2,5,3,6,2,8,3,4,9,5,6,4,9,5,5,9,3,6,4,6,0.52
8,8,6,3,2,3,6,9,0,7,8,2,3,3,6,4,1,4,7,2,0.46
8,4,3,3,6,2,6,4,3,2,5,5,7,5,5,5,4,5,7,6,0.475
4,6,4,8,8,7,6,3,3,5,7,2,5,7,2,6,4,7,5,4,0.515
5,3,9,1,4,3,7,4,1,3,4,2,3,9,1,2,4,0,3,5,0.365
